Elements,Times,Dates,Counts,Titles
water,12:00:00,2006-04-06,11,"Dont drink the water an E J Pugh mystery"
water,00:00:00,2004-09-13,3,"Dont drink the water the complete travellers guide to staying healthy in warm climates"
water,16:31:00,2006-07-16,19,"Dont drink the water without reading this book the essential guide to our contaminated drinking water and what you can do about it"
Gold,10:39:00,2012-06-12,206,"Dont ever get old"
water,13:40:00,2005-04-21,10,"Dont go near the water"
fire,17:07:00,2005-12-20,3,"Doors dance on fire"
gold,17:48:00,2009-01-31,293,"Doping for gold"
Fire,11:41:00,2006-01-14,1395,"Dot the fire dog"
Water,11:33:00,2013-02-09,32,"double death of Quincas Water Bray"
Gold,16:39:00,2007-08-21,1,"Double eagles"
Water,13:48:00,2006-03-19,1,"Down by the river the impact of federal water projects and policies on biological diversity"
water,15:13:00,2008-03-10,21,"Down by the water"
Water,16:11:00,2006-02-14,2,"Down the drain"
Fire,16:50:00,2013-03-07,112,"Down the rabbit hole the diary of Pringle Rose"
Gold,16:41:00,2005-11-20,128,"Down the Yukon"
Wood,13:43:00,2005-11-08,16,"Down to camp a history of summer folk on Whidbey Island"
water,13:39:00,2006-02-19,9,"Downriggers deep water trolling"
water,13:39:00,2005-07-27,29,Downriver
water,14:04:00,2008-01-14,9,"Dowsers divining rods and water witches for the millions"
gold,18:35:00,2006-05-16,32,"Dowsing for beginners the art of discovering water treasure gold oil artifacts"
Gold,17:52:00,2013-10-04,1,"Draft environmental impact statement Crown Jewel Mine Okanogan County Washington June 1995"
Water,15:23:00,2007-02-13,1,"Draft public participation plan Gas Works sediment area Seattle Washington"
fire,16:37:00,2006-10-13,59,"Dragon fire"
Gold,14:22:00,2011-07-16,52,"dragon of Cripple Creek"
Gold,14:22:00,2011-07-16,52,"dragon of Cripple Creek a novel"
fire,13:40:00,2012-08-01,35,"dragonet prophecy"
fire,14:23:00,2006-08-29,727,"Dragons fire"
fire,15:54:00,2007-11-04,943,"Dragons fire ice"
fire,15:17:00,2013-06-07,24,"Draupadi the fire born princess"
Water,17:12:00,2006-02-09,192,"Drawing and painting with colored pencil basic techniques for mastering traditional and watersoluble colored pencils"
fire,00:00:00,2004-09-17,4,"Drawn by stones by earth by things that have been in the fire poems"
gold,14:48:00,2012-06-17,144,"Dream big Michael Jordan and the pursuit of Olympic gold"
Wood,19:56:00,2006-01-03,198,"Dream carver"
water,10:09:00,2006-03-23,18,"dream of water a memoir"
water,00:00:00,2003-07-25,3,"Dream water"
gold,16:49:00,2009-05-27,16,"Dreaming of gold dreaming of home transnationalism and migration between the United States and South China 1882 1943"
water,00:00:00,2004-02-24,188,"Dreaming water"
fire,12:40:00,2006-02-03,10,"Dreams of bread and fire a novel"
gold,18:49:00,2007-06-13,2,"Dreams of gold"
water,11:28:00,2007-09-10,3,"Dreams of water"
Gold,14:27:00,2009-01-08,1,"Dredging for gold documentary"
fire,11:58:00,2009-04-28,3,"dress of fire"
gold,17:11:00,2005-12-26,1,"Dresses of red and gold"
Water,15:55:00,2007-02-08,48,"Drinking water"
water,00:00:00,2002-08-13,2,"Drinking water a community action guide"
Water,13:20:00,2012-11-19,56,"Drinking water a history"
water,13:00:00,2008-09-07,3,"Drinking water consumer information"
Water,17:57:00,2010-10-22,2,"drinking water dictionary"
Water,19:05:00,2007-03-01,2,"Drinking water from forests and grasslands a synthesis of the scientific literature"
Water,19:25:00,2006-01-03,6,"drinking water handbook"
water,19:25:00,2006-01-03,3,"Drinking water hazards how to know if there are toxic chemicals in your water and what to do if there are"
Water,15:56:00,2007-04-04,2,"Drinking water refreshing answers to all your questions"
water,00:00:00,2001-01-24,3,"Drinking water treatment for small communities a focus on EPAs research"
Water,16:17:00,2006-05-19,1,"Drip and trickle irrigation for water conservation January 1987 August 1990"
Water,15:04:00,2006-01-03,328,"Drip drop how water gets to your tap"
Water,17:10:00,2005-03-10,48,"Drip irrigation for every landscape and all climates helping your garden flourish while conserving water"
Water,19:33:00,2009-06-24,109,"Drip irrigation for every landscape and all climates helping your garden flourish while conserving water outwit droughts with expert guidance"
Water,00:00:00,2002-11-01,9,"Dripping dry literature politics and water in the desert Southwest"
Gold,15:53:00,2008-04-29,49,"drop edge of yonder"
Gold,15:53:00,2008-04-29,49,"drop edge of yonder a novel"
water,16:02:00,2005-12-20,351,"drop goes plop a first look at the water cycle"
Water,16:26:00,2008-04-20,100,"drop in my drink the story of water on our planet"
Water,14:37:00,2005-05-13,175,"drop of water"
Water,15:42:00,2006-01-02,245,"drop of water a book of science and wonder"
Wood,14:29:00,2007-03-02,78,"Dropping in on Grant Wood"
Water,15:45:00,2011-02-19,61,Drought
fire,14:56:00,2007-01-10,23,"Drowning in fire"
water,13:55:00,2008-03-10,2,"Drownproofing a technique for water survival"
fire,19:51:00,2008-03-12,2,"dry air of the fire selected poems"
fire,16:44:00,2006-02-10,2,"Dry fire a novel"
Water,17:20:00,2007-09-18,39,"Dry life without water"
Water,17:56:00,2010-10-13,16,"Dry run preventing the next urban water crisis"
Water,15:44:00,2008-05-29,51,"Dry spring the coming water crisis of North America"
water,00:00:00,2001-12-10,2,"Dryland farming and livestock as sources of nitrate in ground water"
Gold,08:43:00,2011-06-10,1,"Dschungel Gold Roman"
Fire,15:04:00,2006-01-02,238,"Dubwise otherwise a Blood and Fire audio catalogue"
Gold,15:45:00,2006-01-19,6,"Due diligence a Rachel Gold mystery"
Gold,11:40:00,2007-07-26,16,"Duel at Gold Buttes"
fire,16:31:00,2005-12-02,7,"Dungeon fire and sword The Knights Templar in the crusades"
fire,17:57:00,2006-09-18,2,"durable fire new poems"
wood,00:00:00,2002-06-12,4,"Dutchess county doorways and other examples of period work in wood 1730 1830 with accounts of houses places and people"
water,13:51:00,2007-10-03,9,"Dynamic aquaria building living ecosystems"
fire,13:55:00,2005-10-05,3,"Eagles of fire a novel"
Gold,15:44:00,2006-10-08,4,"Early days on the Yukon the story of its gold finds"
water,00:00:00,2004-07-28,4,"Early English water colour drawings by the great masters"
gold,17:39:00,2006-01-20,5,"Early Washington overland stage routes old military roads Indian battle grounds old forts old gold mines"
fire,14:23:00,2007-01-13,83,"Earth air fire and custard"
fire,00:00:00,2003-04-08,2,"Earth air fire and water a personal adventure into the sources of our life and legend"
fire,17:42:00,2005-12-10,230,"Earth air fire water more techniques of natural magic"
fire,00:00:00,1999-01-15,2,"Earth and fire"
fire,14:08:00,2006-12-08,5,"Earth and fire Italian terracotta sculpture from Donatello to Canova"
fire,17:38:00,2006-02-14,1,"Earth fire a Hopi legend of the Sunset Crater eruption"
Fire,18:40:00,2005-03-08,162,"Earth fire water air"
Water,18:29:00,2005-03-23,53,"Earth ponds sourcebook the pond owners manual and resource guide"
Water,18:19:00,2014-05-13,1,"Earth ponds the country pond makers guide to building maintenance and restoration"
Water,14:27:00,2006-03-14,5,"Earth resources"
fire,16:04:00,2007-12-11,49,"Earth under fire how global warming is changing the world"
water,16:20:00,2005-10-07,18,"Earth verses and water rhymes"
fire,17:25:00,2005-10-19,54,"Earth water fire and air essential ways of connecting to spirit"
Fire,12:31:00,2006-01-26,1794,"Earthquake in the early morning"
Fire,11:24:00,2006-10-07,16,"Earthquake San Francisco 1906"
water,14:47:00,2013-03-11,15,"Earths cycles green science projects about the water cycle photosynthesis and more"
Water,19:16:00,2007-07-11,46,"Earths water crisis"
water,10:43:00,2006-06-30,89,Earthsong
fire,14:57:00,2005-07-22,4,"East Java rivers of gold mountains of fire"
Fire,00:00:00,1994-04-19,2,"Eastside forest ecosystem health assessment Fire and weather disturbances in terrestrial ecosystems of the eastern Cascades"
Wood,13:16:00,2010-09-24,55,"Easy carving projects for kids"
Water,15:27:00,2006-03-16,3,"Easy ponding Seasonal care"
Water,16:52:00,2006-02-10,12,"Easy ponding The basics"
Water,18:56:00,2005-08-02,22,"Easy ponding waterfalls streams other attractions"
wood,00:00:00,2003-11-04,1,"Easy to make inlay wood projects intarsia a complete manual with patterns"
water,10:18:00,2005-12-16,12,"Easy to make water toys that really work"
water,16:41:00,2013-08-15,32,"eat a bug cookbook 40 ways to cook crickets grasshoppers ants water bugs spiders centipedes and their kin"
fire,12:01:00,2006-07-27,8,"Eating fire and drinking water"
fire,18:32:00,2014-04-01,17,"Eating fire my life as a Lesbian Avenger"
fire,14:56:00,2006-11-18,26,"Eating fire tasting blood breaking the great silence of the American Indian Holocaust"
wood,13:41:00,2006-01-29,5,"echoing wood of Theodore Roethke"
Water,10:08:00,2005-03-18,2,"ecological basis for river management"
Gold,14:56:00,2006-03-16,2,"economic functions of gold"
Water,15:13:00,2006-10-14,10,"economic value of water"
gold,16:21:00,2009-01-04,37,"Economist on Wall Street notes on the sanctity of gold the value of money the security of investments and other delusions"
Wood,10:50:00,2006-01-04,1893,"Ed Wood"
Water,13:06:00,2012-09-04,2,"Edge Moore water tube boiler general catalogue"
water,12:26:00,2012-04-07,86,"Edge of dark water"
fire,15:22:00,2005-05-31,6,"edge of fire volcano and earthquake country in western North America and Hawaii"
gold,14:14:00,2005-02-26,26,"Edge of glory the inside story of the quest for figure skatings Olympic gold medals"
water,15:54:00,2014-03-15,148,"edge of the water"
fire,17:15:00,2007-02-23,95,"Edie girl on fire"
water,13:34:00,2010-01-23,30,"Edisons concrete piano flying tanks six nippled sheep walk on water shoes and 12 other flops from great inventors"
gold,13:30:00,2011-01-29,60,"Edisons gold"
fire,15:00:00,2008-12-15,2,"Edith Sitwell fire of the mind an anthology"
water,13:39:00,2006-01-10,227,"Edward in deep water"
Fire,18:35:00,2007-03-22,2,"Effect of ecosystem disturbance on diversity of bark and wood boring beetles Coleoptera Scolytidae Buprestidae Cerambycidae in white spruce Picea glauca Monch Voss ecosystems of Alaska"
Wood,14:50:00,2011-06-01,1,"Effect of wood preservatives on stress laminated southern pine bridge test decks"
Water,17:39:00,2007-12-29,1,"Effects of alternative instream flow criteria and water supply demands on ground water development options in the Big River area Rhode Island"
water,14:09:00,2006-10-11,2,"Effects of lawn fertilizer on nutrient concentration in runoff from lakeshore lawns Lauderdale Lakes Wisconsin"
water,00:00:00,1999-04-19,2,"Effects of pulp mill pollution on oysters"
water,11:52:00,2012-12-19,1,"Effects of surface applications of biosolids on soil crops ground water and streambed sediment near Deer Trail Colorado 1999 2003"
Water,00:00:00,2000-03-07,2,"Effects of the eruptions of Mount St Helens on physical chemical and biological characteristics of surface water ground water and precipitation in the Western United States"
Wood,19:03:00,2010-05-05,1,"Efficacy of a borax copper preservative in exposed applications"
fire,13:44:00,2006-01-09,516,"El Alamein The line of fire"
Gold,10:41:00,2006-06-09,6,"El Dorado Trail the story of the gold rush routes across Mexico"
Gold,12:19:00,2005-05-04,24,"Eldorado the California Gold Rush"
water,12:47:00,2006-09-25,1,"Electric transmission of water power"
Fire,16:16:00,2007-05-18,55,"Electricians exam preparation guide based on the 2005 NEC"
Fire,18:24:00,2006-03-29,28,"Electricians technical reference Wiring methods"
Water,11:18:00,2012-05-09,1,"Electricity prices and salmon finding a balance oversight field hearing before the Subcommittee on Water and Power of the Committee on Resources U S House of Representatives One Hundred Ninth Congress second session Friday July 7 2006 in"
gold,09:20:00,2007-05-02,1,"Electro deposition a practical treatise on the electrolysis of gold silver copper nickel and other metals and alloys with descriptions of voltaic batteries magneto and dynamo electric machines thermopiles and of the materials and processes"
Gold,15:21:00,2006-05-07,14,"Electronic prospecting"
fire,14:50:00,2005-11-25,40,"element of fire"
water,13:13:00,2008-07-05,1,"element of water"
fire,11:03:00,2006-10-06,134,"Elemental witch fire air water earth discover your natural affinity"
fire,15:30:00,2005-07-15,115,"Elementals stories of fire and ice"
fire,17:45:00,2008-02-25,1,"Elementary mathematics in artillery fire"
fire,14:47:00,2006-02-18,228,"elements earth air fire water"
fire,14:28:00,2005-09-16,90,"elements of ritual air fire water earth in the Wiccan circle"
Wood,18:45:00,2006-01-30,36,"Elements of woodcarving"
Water,10:15:00,2005-12-21,5,"Elevated tank designs submitted in a competition sponsored by Chicago Bridge and Iron Works"
Fire,16:26:00,2005-06-23,40,"Eleven kids one summer"
Wood,14:32:00,2006-08-20,59,"Elijahs angel a story for Chanukah and Christmas"
Water,13:06:00,2011-06-11,110,"Elixir a history of water and humankind"
water,11:27:00,2006-01-18,31,"elixirs of Nostradamus Nostradamus original recipes for elixirs scented water beauty potions and sweetmeats"
Water,17:32:00,2006-02-25,3,"Elliott Bay Water Taxi 1998 service final report"
Fire,15:40:00,2006-01-09,1527,"Elmo visits the firehouse"
Water,16:25:00,2006-02-17,961,"Elmos world Food water exercise"
Fire,15:41:00,2011-08-08,460,"Elmos world People in your neighborhood"
gold,16:45:00,2005-12-16,71,"Elvis gold records Volume 4"
gold,15:07:00,2005-11-12,98,"Elvis gold records Volume 5"
fire,18:39:00,2006-10-31,13,"Embracing the fire sisters talk about sex and relationships"
water,12:20:00,2006-02-02,5,"Emergency family preparedness"
water,11:23:00,2007-11-01,131,"Emergency food storage survival handbook everything you need to know to keep your family safe in a crisis"
water,12:19:00,2013-05-28,41,"emergency pantry handbook how to prepare your family for just about everything"
water,00:00:00,1998-04-17,2,"Emergency planning for water utility management"
gold,13:36:00,2006-01-10,508,"Emergency ward It is finished and Black gold"
water,17:18:00,2007-09-02,2,"Emergency water supply guidelines for food service establishments restaurants foods stores schools institutions convenience stores"
Fire,15:27:00,2006-07-11,110,"Emergency workers are on their way"
fire,12:59:00,2005-09-29,39,"Emerson the mind on fire a biography"
Gold,12:33:00,2008-12-17,5,"emigrants guide to California"
Gold,17:44:00,2006-07-17,5,"Emily Good as Gold"
Wood,15:33:00,2008-08-03,39,"Emotions in wood carving the expressive face"
gold,13:41:00,2010-03-03,81,"Empire in black and gold"
gold,00:00:00,2003-12-17,5,"Empire in green and gold the story of the American banana trade"
water,18:51:00,2007-05-15,188,"Empire of blue water Captain Morgans great pirate army the epic battle for the Americas and the catastrophe that ended the oulaws bloody reign"
water,09:27:00,2007-11-06,19,"Empire of blue water Captain Morgans great pirate army the epic battle for the Americas and the catastrophe that ended the outlaws bloody reign"
